squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,hasGuestRoom,price,category
50989,97,0,1,61,45538,8,7,5,5105808.2,0
65752,15,0,1,76,12357,1,4,3,6583468,0
49786,71,0,1,32,81262,9,9,1,4984145.4,0
96381,73,1,0,44,76595,8,3,3,9642408.7,0
53097,98,1,0,77,99000,2,5,6,5315665.5,0
50846,44,1,1,79,19333,10,1,0,5091984.1,0
61856,17,1,0,97,36122,8,1,8,6199110.9,0
2685,31,1,1,35,59357,6,1,9,274819,1
24021,4,1,0,4,8686,2,7,9,2407456.7,0
72068,71,1,1,95,71948,9,6,8,7221629.2,0
74729,92,1,1,59,15630,2,9,1,7486919,1
45242,27,0,0,56,80016,8,9,9,4527632.3,0
350,65,0,0,40,30809,5,7,3,37972,0
42179,11,0,0,40,69102,6,3,7,4221359.9,0
71973,32,0,1,9,21039,10,3,1,7201696.2,0
19237,62,0,0,89,51495,5,3,8,1931115.2,0
98728,55,1,1,13,62222,9,3,10,9880299.1,0
38044,67,1,1,8,91771,4,9,1,3812193.7,0
20862,4,1,1,62,79975,6,6,3,2098549.7,1
72815,54,0,1,37,76023,7,9,8,7287721.5,0
72510,70,1,0,6,47275,10,7,3,7255056.1,0
51474,68,1,1,27,28991,8,1,3,5157614,0
46945,63,1,0,50,74665,2,3,9,4702996.3,0
13714,36,1,0,3,18983,2,1,2,1373673.5,0
29749,97,0,1,14,33463,5,2,5,2981571.3,0
80167,68,1,0,31,1597,10,2,8,8021140.8,0
63829,29,0,0,52,15801,4,6,8,6388502.1,0
57372,33,1,1,87,34056,1,5,1,5748423.8,1
46195,77,0,0,67,84202,10,9,8,4622073,0
55049,8,1,0,30,56273,1,3,7,5509865.5,0
8256,7,1,0,59,56785,10,1,1,831710.5,0
68311,38,1,1,26,62252,7,8,3,6839967.5,1
89885,93,0,0,40,35170,7,3,7,8992850.4,0
38535,59,0,0,78,48912,3,7,8,3855421.5,0
18109,31,1,1,26,16326,2,3,0,1820065,1
18487,6,0,0,89,63753,8,2,3,1856865.9,0
42276,4,0,0,100,795,3,3,4,4229850.6,0
48344,34,0,0,20,11070,4,10,6,4836340.4,0
68573,45,1,0,97,44814,5,4,2,6861756.4,0
43577,64,1,1,39,78288,10,2,9,4366538.3,0
8584,46,1,1,98,31833,6,6,1,873709.9,1
56240,94,0,0,45,98783,8,5,5,5627160.7,0
44976,88,0,0,70,9112,8,3,2,4504969.7,0
53653,21,1,1,1,4857,4,6,6,5371906,0
52384,39,0,1,95,54,5,9,2,5247146.2,0
54907,90,1,1,65,48911,9,5,8,5495099.3,0
92106,87,1,1,86,36929,4,6,4,9224115.4,0
53404,98,0,0,42,47628,2,4,3,5343461.9,0
3033,98,1,0,74,49771,10,3,9,312271.7,0
78992,42,1,0,68,18067,2,10,10,7903591.6,0
41726,97,0,1,25,39801,6,3,8,4174598.6,0
30674,89,0,0,57,11160,2,5,3,3072660,0
982,83,0,0,96,88937,7,8,1,101341,0
86160,75,0,1,7,97266,8,4,2,8618638.4,0
5389,42,0,1,25,73529,1,8,8,543793.7,0
79114,18,1,1,70,83822,10,5,10,7923653.4,0
43042,42,0,0,93,37135,4,6,4,4311510.4,0
36195,8,1,1,76,69262,10,7,0,3634512,1
38500,35,1,0,76,56809,8,2,7,3859493.4,0
12508,52,1,0,53,62133,8,7,4,1258036.1,0
94799,74,1,0,24,39412,9,6,0,9484566.2,0
13192,18,0,1,77,82755,4,6,1,1327004.8,0
57369,83,0,1,34,90642,2,10,9,5740996.7,0
27474,58,1,0,13,54782,8,4,5,2752632.7,0
60056,7,1,1,30,57177,4,6,4,6014878,0
63977,36,1,1,50,396,4,10,10,6407296.5,1
4087,23,0,1,22,20067,1,10,8,414319.2,0
99474,78,0,0,81,47894,1,1,10,9952430.6,0
59085,88,0,1,49,96301,7,8,4,5915775.4,0
11877,86,0,1,9,43105,1,3,1,1189428.9,0
48659,84,1,0,46,70725,9,1,2,4872302.9,0
47144,24,1,0,94,39494,5,4,10,4723888.2,0
69764,94,1,1,73,74348,9,6,9,6986164.8,0
40116,21,0,0,42,6741,7,5,3,4015069.7,0
46292,8,1,0,46,90434,4,10,10,4635389.2,0
77359,88,1,0,71,2743,1,3,6,7744185,0
32455,72,0,0,17,97029,4,4,0,3247206.7,0
34395,24,1,0,7,63633,8,5,0,3442821.9,0
4922,60,1,1,8,34597,2,4,9,498519.9,0
60515,47,1,1,34,1311,8,6,5,6061337.8,0
36842,2,0,0,19,62775,6,5,6,3685346,0
21669,24,0,0,65,21223,7,5,8,2171545.5,0
37956,46,0,0,50,76495,6,3,10,3799201.6,0
19745,72,0,0,28,56361,4,2,1,1977004.3,0
22822,15,0,0,55,55916,1,9,7,2285071,0
75339,16,1,1,55,33021,1,9,6,7545974.5,1
45038,41,0,0,46,19853,9,9,3,4507412,0
17595,96,1,1,99,7025,6,10,6,1770417.1,1
55518,93,0,1,70,76197,5,4,8,5559599.3,0
77032,67,1,0,68,58873,8,1,3,7708083,0
61347,33,0,1,19,54984,8,2,10,6139920.1,0
3418,38,1,0,30,7058,2,3,8,347934.3,0
29233,22,1,1,5,54455,9,7,3,2927647.7,1
26193,70,0,0,7,72628,10,5,1,2620565.3,0
45781,38,0,1,18,5235,3,2,8,4584350.4,0
77465,54,1,1,42,37603,8,1,0,7753128.5,1
76357,72,1,0,97,7369,6,7,5,7641043.2,0
54528,69,1,1,41,90961,3,4,5,5465714.7,1
71930,54,1,1,87,54382,7,5,0,7208762.5,1
93803,75,0,1,38,49087,1,10,4,9387508,0
50262,64,0,1,55,67016,2,6,8,5034452.3,0
12387,51,1,0,55,34563,4,4,5,1242765.7,0
42904,4,1,1,70,22587,5,7,6,4302680.5,0
31421,23,0,1,28,18747,10,2,8,3148839.5,0
16894,96,0,0,88,40872,1,1,5,1697483.1,0
49044,43,1,0,91,41449,4,2,6,4914350.5,0
82950,100,1,1,46,68834,2,10,7,8301059.4,1
96654,43,1,1,34,3044,7,7,0,9672602.6,1
23210,17,1,0,52,73330,1,8,8,2329090.4,0
2789,20,0,0,21,45157,9,6,9,281030.1,0
64720,75,1,0,18,37108,7,9,7,6478034,0
22459,63,0,0,14,95372,1,8,9,2246811.1,0
96791,17,0,0,63,33275,1,7,8,9680369.9,0
23608,21,0,0,31,1588,1,3,5,2364456.5,0
13688,9,0,0,19,30657,3,4,10,1369377.1,0
72070,75,0,1,98,62777,1,3,2,7220918.9,0
86607,8,1,0,98,59770,3,3,0,8669030.7,0
95817,97,0,1,25,80904,3,5,7,9588183.5,0
3506,14,0,1,51,81835,7,2,8,356564.1,0
37448,19,1,0,67,79338,8,7,0,3751951.7,0
36988,97,0,1,87,159,1,9,2,3705539.7,0
998,21,0,1,90,12859,6,5,9,104702.8,0
9493,57,0,0,27,41814,10,1,7,951804.9,0
72370,81,0,0,89,73512,7,10,10,7242934.3,0
73049,92,0,0,65,49904,6,3,5,7306250.5,0
91370,11,1,1,6,58665,10,9,8,9146210.9,0
55045,75,0,1,30,52898,3,4,9,5511210.4,0
17989,9,1,0,11,72938,8,5,3,1802630.7,0
53749,61,1,1,1,53430,8,9,0,5381679.7,1
32694,26,0,1,60,47126,6,9,6,3274621.9,0
24261,91,1,1,44,60269,6,7,5,2437565.3,0
27394,93,1,1,66,19449,1,5,7,2754889.2,1
99432,56,1,0,36,60224,4,4,3,9947325.5,0
67229,17,0,0,18,89933,2,10,6,6725201.6,0
89186,28,0,0,5,41160,5,1,4,8919497.1,0
93313,100,1,0,66,89033,5,10,10,9338654.8,0
53671,16,1,0,95,6249,9,10,3,5378022.7,0
62318,43,1,0,29,1559,2,5,10,6235136.7,0
79422,52,1,1,4,29335,9,3,0,7952304.5,0
11093,5,0,1,71,4151,4,2,0,1117189.7,0
23321,35,1,0,37,32589,1,2,5,2335697.1,0
19198,90,0,0,46,85650,7,8,10,1921930.3,0
78216,45,1,1,89,63484,1,6,6,7832429,1
14750,30,1,0,12,18525,7,9,8,1478391.4,0
61098,27,0,1,48,17649,1,8,3,6115352.8,0
63111,36,1,0,89,58910,3,9,0,6314137.6,0
43250,2,0,1,55,36266,9,7,7,4334802.9,0
88168,94,1,1,57,51193,4,2,9,8825815,1
37506,88,0,0,94,32364,2,7,7,3753651.6,0
64269,77,0,0,26,33938,2,2,9,6428786,0
7490,71,1,0,3,5362,9,10,6,753009.6,0
97121,98,0,1,100,83849,10,8,1,9717727.2,0
14185,3,1,0,94,76994,6,7,3,1422531.2,0
86682,12,0,0,80,1763,1,4,8,8674009.6,0
34282,24,1,0,94,8087,9,9,3,3440156.1,0
89022,48,1,0,44,15308,4,10,1,8904794.4,0
91543,6,1,0,77,55027,5,9,0,9166876.3,0
54993,22,1,0,70,17168,6,2,5,5503799.7,0
85795,3,1,1,22,94870,10,4,7,8587486,0
64079,93,0,0,50,82368,7,8,8,6412901.9,0
80116,85,0,1,14,43152,1,7,8,8015692,0
52866,23,0,1,40,10132,8,8,4,5293836.4,0
68375,55,0,0,74,77285,2,2,1,6838539.4,0
55802,91,1,1,32,31192,2,7,4,5588172.1,0
62117,80,0,0,3,98851,2,8,3,6212439.5,0
50890,49,0,1,90,77927,2,4,5,5094287,0
44248,24,1,0,28,23716,4,4,6,4431469.8,0
76326,2,0,0,83,87311,5,4,0,7635872.4,0
56778,85,0,0,67,17036,7,6,9,5679689.5,0
80225,100,0,0,67,79891,10,6,6,8025744.2,0
69320,22,1,0,45,99277,6,6,0,6939825.7,0
24962,41,0,0,6,96923,7,1,2,2497425.4,0
91964,56,1,1,93,59790,1,7,0,9209295.3,1
40787,73,0,1,88,93576,6,9,4,4091282.1,0
28053,21,1,1,22,55432,1,6,4,2815718.1,1
90172,34,0,0,65,97450,6,2,3,9023549.9,0
816,7,0,1,48,68021,10,3,0,87585.3,0
751,2,1,0,71,25242,6,6,0,82123.2,0
87627,33,0,1,89,38054,7,9,4,8769190.9,0
16786,93,1,0,36,22835,5,10,10,1684521.7,0
74832,60,1,1,69,29445,3,3,10,7492714.2,0
12920,1,0,1,83,74001,3,9,3,1305319.6,0
54879,79,1,0,6,77267,7,10,2,5492312.9,0
62083,96,0,1,81,8576,2,5,1,6218129.4,0
96814,90,0,1,9,81137,5,7,7,9687090.9,0
38301,66,1,1,53,92838,8,8,1,3841237.4,0
78947,86,0,0,94,77559,2,1,6,7900369.2,0
44836,85,0,1,88,18392,2,10,3,4493247,0
5488,56,1,0,35,9329,6,3,4,554027.2,0
99886,83,1,1,37,32438,5,8,2,9999687.3,0
57072,87,0,0,32,99233,2,6,1,5710445.3,0
93684,24,1,0,35,94997,4,2,8,9373516.6,0
96978,75,0,0,68,81412,3,1,9,9703653.1,0
3624,80,1,0,1,27310,4,4,3,365077.9,0
78000,50,0,0,25,97713,8,5,6,7801225,0
25972,7,1,1,98,81846,10,8,4,2605855.6,1
93922,54,0,1,89,94304,9,8,3,9403863.1,0
61039,27,1,1,69,7161,6,1,6,6114260.5,0
84404,70,1,1,98,70976,2,8,2,8456155.1,0
73622,7,1,0,54,2527,3,1,9,7365758,0
81012,92,1,0,7,92589,4,3,7,8104126.2,0
73687,25,1,1,49,8902,4,3,2,7376903.1,0
93952,63,1,1,10,97260,8,2,2,9403674.5,1
82120,77,0,1,62,54858,7,1,10,8216635.1,0
2351,69,1,0,51,68180,7,1,8,239411.8,0
38132,73,1,0,16,59938,6,2,3,3818556.6,0
42808,33,1,1,67,32715,10,2,5,4290930.6,1
70722,57,0,0,55,47565,9,7,5,7076626.6,0
46134,71,1,1,23,44257,1,6,8,4624090.4,1
92044,60,0,1,28,58015,6,3,10,9210929.1,0
12583,62,1,1,79,24355,3,5,4,1267192.1,0
38048,67,0,0,74,61735,6,9,5,3808313,0
48546,64,1,1,60,59895,4,1,3,4860634.3,0
94228,34,0,1,62,34921,2,10,6,9430661.4,0
55825,69,1,0,25,46465,3,1,4,5585288.1,0
7773,100,1,1,85,25932,4,1,8,792566.7,0
24180,68,1,0,93,72780,7,7,8,2425595.1,0
30502,91,1,1,77,88127,9,6,9,3062069.8,1
30346,25,1,0,80,24880,9,5,2,3047721,0
20311,23,1,1,87,59363,10,1,7,2039188.7,0
70936,60,0,0,21,37500,3,3,10,7094370.6,0
56416,41,1,1,99,29464,6,7,6,5653890.1,1
26073,59,0,1,23,95318,10,10,8,2612190.6,0
79182,37,1,1,9,97339,4,3,7,7922295.3,0
39627,29,0,0,44,50402,4,2,6,3964708.8,0
97677,51,1,0,35,37317,10,2,5,9772148.4,0
34013,84,1,0,95,67735,4,1,0,3411660.4,0
55620,90,1,1,90,8078,3,6,4,5573469.2,1
77421,70,0,0,6,53863,4,10,2,7743163.1,0
50844,99,0,1,83,76381,4,2,3,5092707.5,0
94541,78,1,0,67,47070,1,4,10,9460440.3,0
10976,17,1,1,77,97750,10,1,0,1108155.1,0
52697,25,1,0,60,13248,7,3,9,5278045.9,0
38860,27,1,0,70,8421,7,8,5,3894132.1,0
98501,66,1,0,51,10725,4,5,4,9856475.2,0
49300,64,0,1,46,43266,7,9,7,4936882.9,0
8562,24,1,0,33,40368,2,3,5,860330.5,0
51585,70,0,1,8,89259,8,7,4,5163838,0
55038,46,1,0,45,4930,7,3,6,5510722.7,0
74166,35,1,1,16,55843,7,2,9,7423668,0
43885,69,1,0,3,76257,2,7,6,4393918,0
55391,27,0,1,7,82603,4,1,2,5544879.1,0
9551,27,0,0,33,66242,4,1,6,956658.2,0
17655,55,0,0,58,50837,8,1,7,1769201.2,0
28743,30,1,0,49,51660,2,4,6,2881705,0
12744,56,1,0,4,80733,8,3,1,1279063.6,0
34109,36,0,1,19,62507,8,8,7,3416596.3,0
55971,94,0,0,30,90769,6,10,3,5600410.1,0
8163,17,0,1,45,96977,2,7,7,825054.2,0
4463,93,0,1,39,95940,3,2,2,453762.2,0
51890,85,1,1,37,23002,7,8,3,5194644,0
88616,92,0,1,37,76142,3,1,0,8868266.9,0
61104,88,1,1,51,34414,8,4,9,6124108.7,0
31832,90,1,1,85,58945,8,1,2,3193411.3,0
12683,92,1,1,7,63157,10,1,9,1275226.9,1
37375,13,1,0,66,31734,1,2,1,3745925.5,0
10310,85,1,0,93,95796,2,9,6,1041341.6,0
38300,27,0,0,8,61055,1,5,10,3831178.5,0
91524,23,1,1,43,55089,2,5,5,9160076.8,1
41155,9,1,0,51,34414,9,5,9,4121258.2,0
97732,45,0,0,19,33643,3,7,1,9774150.4,0
5431,15,1,1,13,70120,9,2,5,548835.1,0
97452,83,1,1,54,29279,10,1,7,9751753.2,0
88935,70,1,1,28,41025,4,5,4,8903298.2,1
61243,58,0,1,75,16033,9,10,5,6132501.3,0
41367,6,1,1,37,48619,2,10,1,4147892.4,1
95269,87,0,0,44,9922,6,8,2,9529625.8,0
6501,53,1,1,39,90665,9,6,3,658653.1,1
44229,65,1,0,39,53261,9,3,4,4429834.3,0
10745,86,1,0,14,42903,9,4,9,1080749.5,0
33647,9,0,1,78,66529,2,5,5,3373938,0
35930,95,0,1,27,69358,10,3,0,3598810.2,0
37961,67,1,0,85,17385,8,2,5,3806007.1,0
40639,27,1,1,42,90011,1,10,2,4074524.3,0
18866,49,0,0,44,27503,10,1,8,1890711.8,0
69101,90,1,0,2,94023,1,7,6,6914075.7,0
94109,72,0,1,83,91579,8,2,1,9417855.4,0
43366,59,1,1,44,97346,5,1,0,4346233.5,0
85181,4,0,1,98,5079,4,6,6,8530230,0
51340,5,0,0,73,18912,3,2,6,5138145.9,0
48870,22,0,1,69,79514,5,2,10,4894474.3,0
2167,98,1,0,93,18817,5,8,4,226782,0
88926,38,0,0,23,50635,8,5,6,8893969.2,0
65472,69,0,1,5,79820,1,9,8,6549900.1,0
60060,58,0,0,60,66832,5,3,10,6010411,0
43295,34,0,1,22,16909,4,9,5,4335970.5,0
65322,5,1,0,94,43077,9,3,6,6537327,0
43084,5,1,0,27,33540,9,10,1,4312866.8,0
51419,68,0,0,92,718,7,10,8,5145979.4,0
31464,21,1,0,21,25723,1,10,1,3148466.2,0
9503,12,1,0,8,14276,8,4,2,955903.6,0
33272,97,0,1,88,54672,6,7,10,3332408,0
32257,72,1,1,84,54964,9,1,9,3239971.6,0
61217,36,1,0,18,79027,10,5,9,6126771.2,0
75887,30,0,1,51,38884,3,2,5,7592702.3,0
73064,12,1,1,49,52911,8,10,2,7312103.4,0
10648,72,0,0,90,44048,8,10,7,1071651.2,0
4149,70,0,1,19,47258,9,5,5,420560.1,0
75350,6,0,1,64,33478,7,5,3,7539904.1,0
70345,90,0,0,2,13605,5,8,7,7035087.5,0
39723,57,0,1,84,52546,7,1,1,3981216.5,0
96429,68,1,1,49,17133,3,7,5,9650188.4,0
20001,37,1,0,48,52650,2,8,7,2007477.3,0
163,6,0,0,29,26761,4,3,3,17363,0
77882,73,0,1,76,5768,2,7,1,7797780.3,0
89492,44,0,1,68,44211,10,9,8,8957726.3,0
94972,19,0,1,23,1116,9,2,1,9500113,0
38606,28,1,0,14,38942,4,1,6,3864489.9,0
4389,21,0,0,22,99602,5,4,9,441287.1,0
9088,21,0,0,93,82230,9,9,3,913263.8,0
64256,37,0,1,87,61431,4,2,9,6438154.4,0
88976,6,1,0,74,26757,3,3,8,8906213.1,0
8910,20,1,0,93,17564,3,5,7,898488.2,0
13851,77,0,0,83,7881,5,1,7,1392391.9,0
15928,29,1,1,81,37194,5,2,10,1603995.7,0
67849,40,0,1,94,87050,5,1,4,6792498.6,0
91073,72,0,0,50,63947,7,9,7,9111251.8,0
91458,44,0,0,49,73814,10,8,6,9149688.1,0
46478,6,1,1,31,62647,2,2,7,4657996.3,0
62592,47,1,0,30,92892,4,10,7,6262694.7,0
60680,49,0,0,80,9006,10,6,4,6075501.2,0
85659,57,0,0,17,28116,3,10,7,8567586.5,0
35188,79,0,0,52,7369,3,1,10,3523563,0
91123,89,0,0,47,80260,2,5,9,9116372.8,0
78117,98,1,1,84,80290,4,4,7,7825898.7,0
98689,75,1,1,55,95076,4,4,6,9874062.9,0
1720,73,1,1,83,70620,7,8,5,183918.1,1
14345,37,1,1,99,42634,4,10,9,1445853.7,1
30914,5,0,0,2,61119,1,4,8,3092163.6,0
4099,27,0,0,84,21985,8,3,8,413304,0
23478,80,1,0,5,51544,8,2,6,2351874.9,0
1086,4,1,0,81,34569,2,2,9,116061.1,0
45181,78,1,1,39,52458,7,8,10,4525938.4,1
176,30,0,0,15,62932,6,3,9,18985,0
79680,84,0,0,100,38092,5,8,0,7975851.8,0
32776,72,0,1,71,28374,3,5,8,3283690.1,0
88755,4,1,1,5,61239,7,7,5,8882476.1,1
95096,68,0,0,83,32805,2,5,0,9515861.9,0
77212,70,0,1,16,57644,7,9,5,7727317.2,0
46910,80,1,1,99,32102,7,6,8,4706368.4,0
75487,82,0,1,97,96333,4,7,1,7558644.1,0
41090,24,0,1,39,23738,2,3,2,4114595,0
87111,16,1,0,71,21181,10,10,1,8716894.8,0
87353,5,1,1,47,25992,8,3,8,8745540.1,1
29664,88,1,0,87,50164,8,8,3,2975680.6,0
23184,56,1,1,100,70418,7,9,3,2335644.7,0
65482,66,1,1,21,30063,5,6,6,6556065.6,1
81602,9,1,1,46,40968,7,6,2,8169478.7,0
48129,73,1,1,76,30380,10,7,2,4823162.4,1
2684,97,0,1,19,9081,7,3,8,272104,0
17563,51,1,0,95,74094,6,8,2,1762997.3,0
37853,97,0,1,54,90059,5,6,0,3792902.9,0
25147,35,1,0,81,38582,3,7,6,2521731.4,0
23843,64,0,1,87,5682,6,6,2,2391434.9,0
68369,86,1,0,19,94411,7,7,2,6843646,0
11583,49,0,1,9,49595,6,6,4,1161984.2,0
9559,28,0,0,76,90173,8,1,6,963514,0
38611,20,1,1,53,69928,8,7,6,3870229,1
17618,9,1,1,36,3355,1,6,1,1771805.2,1
73903,34,1,0,35,70056,3,2,5,7397590.7,0
24484,22,1,0,21,88155,5,9,8,2452550,0
32442,25,1,1,51,42976,5,7,4,3252838.4,1
38826,53,1,0,91,50763,1,8,5,3890080.1,0
65340,84,0,0,34,2230,3,4,7,6536254.4,0
93638,51,1,1,62,2272,10,4,9,9378471.2,0
61146,84,1,1,54,37182,4,5,9,6125077.1,1
24004,62,1,1,99,67178,2,9,4,2414637.3,1
83588,82,1,1,57,17607,3,4,2,8369526.4,1
85820,72,1,1,70,98420,7,9,1,8588402.2,1
39799,23,1,0,76,24010,7,8,9,3984987.3,0
84355,23,0,1,22,77493,8,10,9,8439985.9,0
59747,38,1,1,13,67814,4,7,8,5984506.4,1
6009,36,1,1,59,3453,1,9,9,612067.6,0
5965,25,0,0,88,99504,8,10,1,601173.7,0
78079,31,1,0,98,30542,1,6,7,7820045.1,0
48378,17,1,1,19,99291,8,6,1,4848213,0
94695,86,1,1,1,52781,4,1,8,9478421.2,1
48642,56,1,0,87,67962,5,3,7,4869835,0
11524,24,1,1,65,15883,9,8,10,1161912.8,1
97539,70,1,0,88,46421,7,10,10,9761326,0
825,24,0,1,23,73905,6,4,4,87430.8,0
64365,46,1,1,27,80064,3,8,3,6444610.8,1
68063,52,1,0,51,6235,10,4,4,6813816,0
41848,55,1,1,99,5880,6,1,0,4200544.2,0
78741,54,0,1,60,54734,10,2,2,7880701.5,0
16824,86,1,1,72,73576,1,8,10,1695808,1
51203,59,0,0,58,31258,2,9,5,5123643,0
97108,30,0,0,88,58422,3,7,8,9714782.8,0
69261,41,1,1,29,49856,7,5,3,6935036.8,0
89425,19,1,1,47,52212,10,9,8,8952287.2,0
26792,67,1,1,32,65774,8,5,1,2684819.3,1
91443,65,0,0,61,62487,7,7,5,9148710.2,0
89470,47,0,0,4,3654,5,8,8,8947834.5,0
53313,41,0,0,47,61053,2,6,9,5335501.3,0
93913,6,0,1,15,43554,4,6,0,9396713.9,0
31042,48,0,0,53,34588,9,6,5,3109396.3,0
9329,18,0,0,18,41666,6,10,8,934231.8,0
42272,8,1,0,15,22439,10,4,5,4232650.7,0
30588,71,1,0,73,18782,4,9,2,3064993.8,0
99742,96,1,1,51,28301,7,9,6,9984910.3,1
33065,15,1,1,22,66295,10,3,10,3314847.8,1
22702,10,0,0,49,53757,3,10,6,2271827.5,0
31885,26,1,1,68,64954,9,2,7,3202805.5,1
64602,77,1,0,65,23521,5,5,6,6467513.6,0
75853,17,1,0,63,70656,7,6,8,7591050.4,0
5409,51,0,0,70,84029,10,3,7,546201.7,0
80699,20,1,0,88,65145,3,10,8,8074576.9,0
8607,17,0,0,14,40275,3,4,1,862453.2,0
75057,63,1,1,63,19220,6,5,6,7518049.7,0
70919,11,1,1,44,51455,1,10,10,7101031.7,1
29710,96,1,0,67,33509,7,8,2,2978583.5,0
61798,46,0,0,54,8334,8,1,0,6182113.3,0
6313,53,1,0,67,28694,9,6,0,641055.4,0
60375,50,0,0,65,97690,4,9,9,6038750.4,0
69421,45,0,1,9,51581,9,2,9,6945284.4,0
89086,4,0,0,16,63299,8,10,9,8909993.9,0
68603,60,0,0,23,54048,3,9,2,6861289,0
12448,59,0,0,44,81122,4,2,0,1249624.3,0
37945,85,0,0,79,52673,7,8,5,3799158.1,0
34867,42,0,1,69,75690,5,5,1,3491110.1,0
16547,85,1,1,40,23941,4,5,10,1659757.8,1
58218,14,1,1,46,15974,3,6,10,5834539.4,1
28790,88,0,1,45,87598,7,2,10,2882833.5,0
92822,54,1,0,9,31180,3,10,5,9287119.9,0
89217,75,1,1,77,2598,1,4,8,8929604.1,1
65822,14,0,0,59,2582,5,7,5,6588632.6,0
617,21,1,0,27,44204,10,4,3,67453.3,0
37171,98,0,0,18,79183,4,5,9,3719105.2,0
82918,54,0,0,10,89174,7,10,8,8292659.9,0
4130,26,1,1,41,29304,9,6,7,421621.1,1
95145,60,1,0,50,9768,3,9,4,9519958,0
58864,11,0,1,1,63178,8,3,9,5891413.4,0
94363,61,0,1,23,638,2,9,7,9440706.9,0
78204,16,0,0,46,34267,7,8,9,7822501.2,0
71588,89,0,0,21,2882,3,7,5,7161052.2,0
68579,67,1,0,70,55498,9,2,4,6868611.7,0
19174,44,0,1,54,65146,1,3,9,1923170.6,0
90646,21,0,0,82,63572,5,1,3,9071481.7,0
81430,82,1,0,54,19129,3,6,4,8147920,0
99428,94,0,0,68,66013,3,6,3,9947775.8,0
60815,2,0,0,97,8663,5,10,5,6089911.5,0
95591,90,1,1,39,7883,8,5,10,9569415.3,1
47497,18,1,0,72,15022,6,5,6,4761272.9,0
65725,75,0,1,95,37200,6,9,9,6582022,0
21360,8,1,0,60,75105,4,7,4,2139458.1,0
56559,23,1,0,60,47398,8,4,4,5661049,0
45440,74,0,1,98,66886,7,10,0,4550279.2,0
13112,74,1,1,26,47159,8,9,9,1318665.3,1
68276,71,0,0,31,79423,5,4,10,6829756.2,0
64518,90,0,1,61,72165,5,6,6,6455071,0
56093,94,1,1,11,41723,7,10,2,5619471.8,0
84653,83,0,0,20,53263,9,8,1,8467089.7,0
96169,51,0,1,13,47698,1,3,7,9620987.9,0
57789,60,1,1,24,58302,1,6,5,5787699.8,1
93091,33,1,1,43,87131,7,9,8,9317741.3,0
87190,99,1,0,14,68366,9,7,0,8724894.3,0
38998,68,1,1,31,88997,2,3,2,3910733.6,1
97134,61,1,0,68,14507,6,4,7,9718663.9,0
39309,80,1,1,32,40747,4,3,7,3939850.1,0
70751,87,1,0,93,74896,10,8,7,7084089.3,0
63086,91,0,0,49,61895,2,2,10,6312576.3,0
25472,23,0,1,44,10986,8,3,9,2552592.3,0
3514,8,0,1,21,67658,8,6,2,357856.3,0
99134,67,1,1,32,90708,4,9,2,9919472.8,0
82653,31,0,1,37,23671,8,6,3,8270829.2,0
3723,75,1,0,31,19531,2,10,3,378299,0
28232,6,0,1,18,92112,2,10,1,2827201.7,0
46838,49,0,1,51,61565,3,8,6,4691794,0
90562,47,1,1,7,84443,9,1,4,9066552.2,1
562,95,0,1,97,43277,3,5,10,65326.3,0
5603,75,1,0,73,60182,1,10,5,566684.2,0
61704,20,1,0,11,67648,1,6,6,6176111.2,0
49579,99,1,1,37,96075,7,10,8,4967775.6,0
59885,28,1,1,25,35351,5,4,3,5995883,1
72109,81,1,0,41,68214,5,8,8,7220099.5,0
41965,87,0,1,61,3857,10,4,7,4204881,0
94216,32,1,1,75,1878,6,9,3,9432083.6,0
39166,68,0,1,86,32535,3,5,7,3924397.8,0
9923,41,0,0,46,50375,6,10,7,995743.4,0
49374,38,0,0,63,55401,3,6,10,4944387,0
76316,99,0,0,56,27703,7,1,2,7634333.5,0
26089,30,1,1,6,56280,9,2,9,2615548.3,1
98045,21,1,1,62,51296,9,10,3,9818036.5,1
69594,47,0,0,58,5834,5,3,5,6963010.1,0
56966,77,0,1,17,57350,9,7,2,5701030.2,0
64795,53,1,1,64,930,8,10,7,6489157.6,1
39574,37,1,1,54,88532,8,1,1,3969486.8,0
49014,54,0,0,62,76603,10,3,2,4908129.4,0
17034,50,1,1,89,6586,5,2,5,1717170.6,1
18742,10,0,1,10,84342,5,1,6,1879684.5,0
98794,80,0,0,91,77690,1,2,8,9886677.1,0
72207,46,1,1,33,87468,2,2,3,7230004.6,0
54881,24,0,1,72,96973,7,10,2,5494411.8,0
12873,1,0,0,12,14790,6,5,5,1288333,0
66263,51,0,1,4,28641,1,7,8,6628369,0
26965,29,1,1,19,49799,5,6,6,2703481.2,1
9433,84,0,0,1,11282,10,3,7,944025.5,0
95293,80,0,0,43,19697,1,4,5,9534163.3,0
86619,36,0,0,7,74512,8,4,8,8663060,0
8677,63,0,1,61,41695,10,1,3,875920.6,0
83153,43,0,1,84,71489,1,7,9,8326391.4,0
81892,7,1,1,69,29384,3,10,6,8204629.5,0
21293,25,0,0,24,30379,1,1,9,2131214.7,0
43636,13,1,1,11,23251,7,1,5,4373848.7,1
1254,23,0,1,12,31508,2,3,1,127840.8,0
